Protein	A1	A100	A108	A11	A118	A124	A125	A126	A139	A14	A146	A148	A155	A169	A170	A177	A181	A185	A208	A209	A215	A22	A220	A221	A253	A260	A262	A264	A269	A270	A275	A278	A279	A280	A281	A286	A287	A290	A296	A297	A298	A302	A304	A311	A313	A314	A317	A318	A319	A321	A324	A326	A328	A329	A331	A332	A335	A34	A343	A346	A347	A351	A353	A355	A359	A362	A363	A365	A367	A37	A377	A379	A381	A383	A384	A386	A388	A39	A393	A394	A395	A399	A402	A404	A405	A406	A407	A411	A412	A413	A414	A415	A417	A419	A422	A424	A425	A427	A428	A429	A432	A433	A436	A437	A438	A441	A442	A443	A444	A448	A450	A451	A452	A455	A456	A457	A458	A459	A461	A463	A468	A470	A471	A472	A473	A476	A478	A480	A484	A485	A493	A494	A496	A5	A502	A505	A506	A512	A518	A525	A527	A530	A535	A58	A62	A64	A69	A70	A75	A77	A85
P27918	16.32374089	15.77344832	15.65012616	16.0046155	15.5609597	16.42693627	16.20861541	15.88990793	15.73269742	16.46492858	15.88990793	16.0046155	16.08953324	16.32374089	15.96648292	16.39063921	16.08953324	15.81338039	15.14441926	16.04511972	16.65329295	16.04511972	15.73269742	16.04511972	16.39063921	16.46492858	16.3563488	15.26832268	16.46492858	16.24497697	15.85525783	15.85525783	15.22874355	16.17352099	15.65012616	14.83521156	16.0046155	15.92835644	15.92835644	15.26832268	16.08953324	16.08953324	15.96648292	15.88990793	15.46668192	14.60119044	16.20861541	17.12077449	15.96648292	16.20861541	15.60796598	15.38667086	16.08953324	15.92835644	16.72733552	16.3563488	16.20861541	15.46668192	15.77344832	15.51307987	16.39063921	16.46492858	15.88990793	16.17352099	15.38667086	16.04511972	15.92835644	15.46668192	15.85525783	15.65012616	16.57711899	16.0046155	16.20861541	15.65012616	14.99722359	16.39063921	16.61649141	15.60796598	16.0046155	16.17352099	15.42551097	16.42693627	15.5609597	16.32374089	16.65329295	16.13627023	16.39063921	16.46492858	16.13627023	16.80865001	16.283848	15.92835644	15.77344832	15.42551097	16.3563488	15.73269742	15.88990793	16.68753972	15.46668192	15.92835644	15.96648292	16.04511972	16.08953324	16.57711899	15.38667086	15.85525783	16.50183718	16.32374089	15.69193431	15.14441926	16.04511972	15.77344832	16.13627023	15.73269742	14.43104049	14.88812487	16.57711899	15.81338039	15.77344832	15.51307987	15.88990793	14.60119044	15.96648292	16.24497697	16.50183718	15.81338039	15.81338039	16.72733552	15.88990793	15.96648292	15.5609597	15.60796598	16.08953324	15.73269742	15.96648292	15.85525783	15.65012616	15.14441926	15.69193431	15.96648292	15.69193431	15.77344832	16.39063921	15.88990793	15.81338039	16.50183718	15.73269742	16.46492858	15.65012616	15.18553364	15.69193431
P29622	19.20774122	19.55272538	19.61008043	19.10861379	19.57999352	19.67102096	19.03572002	19.91245082	19.57999352	19.23941906	19.10861379	19.46252224	19.10861379	18.61554343	19.98558626	19.39877917	19.39877917	19.67102096	19.23941906	19.67102096	19.30290439	19.33310293	19.67102096	19.30290439	18.92376851	19.95389945	19.63615905	19.63615905	19.10861379	18.81662433	19.67102096	19.52142024	19.55272538	19.70037537	19.00097103	19.07014978	19.95389945	19.17754606	19.39877917	20.30128965	19.03572002	19.52142024	19.26925455	19.46252224	19.55272538	19.46252224	19.95389945	20.60646576	19.76718872	19.20774122	19.42826202	18.81662433	19.26925455	19.46252224	18.74617969	19.20774122	18.58049045	19.42826202	18.8517094	19.73333315	19.33310293	19.49128748	19.00097103	20.06647947	19.1450689	19.17754606	19.55272538	19.67102096	19.17754606	19.36627739	20.43179241	19.55272538	19.76718872	19.49128748	19.87519889	19.57999352	19.98558626	19.52142024	19.52142024	19.52142024	19.73333315	19.95389945	19.20774122	18.77969371	19.63615905	19.49128748	19.73333315	19.79899223	19.49128748	18.58049045	18.92376851	19.36627739	19.91245082	19.57999352	19.46252224	19.46252224	19.00097103	18.35387478	19.87519889	19.70037537	19.42826202	19.33310293	19.70037537	18.44057723	19.49128748	19.87519889	19.36627739	18.92376851	19.79899223	19.76718872	19.42826202	19.91245082	19.49128748	19.91245082	19.23941906	19.83903767	19.63615905	19.42826202	19.91245082	19.83903767	19.63615905	19.73333315	19.67102096	19.76718872	19.76718872	19.95389945	19.49128748	19.46252224	19.52142024	19.76718872	19.76718872	19.83903767	19.73333315	19.33310293	19.57999352	19.87519889	19.79899223	18.81662433	19.73333315	19.73333315	19.79899223	19.42826202	19.73333315	19.70037537	19.20774122	18.8517094	19.39877917	19.30290439	19.30290439	19.61008043	19.55272538
P33151	15.60796598	15.88990793	14.93976285	15.5609597	15.14441926	15.30620413	15.26832268	14.25930192	14.88812487	15.26832268	15.10115498	15.18553364	15.42551097	15.60796598	14.83521156	14.88812487	15.51307987	15.22874355	15.30620413	15.38667086	14.54152016	15.14441926	14.88812487	14.88812487	14.43104049	14.78453261	13.8837888	16.53994636	15.46668192	13.66966018	15.5609597	14.54152016	13.58894882	14.88812487	14.54152016	12.94123105	15.65012616	15.14441926	15.10115498	15.0516338	14.72013736	14.88812487	15.26832268	14.78453261	15.30620413	12.58214198	14.12871935	14.93976285	15.0516338	14.19798453	14.99722359	15.10115498	16.13627023	15.26832268	14.72013736	15.42551097	15.30620413	15.51307987	15.22874355	15.34519731	14.66111003	16.50183718	15.65012616	15.51307987	15.30620413	16.13627023	15.65012616	14.88812487	15.0516338	14.93976285	15.30620413	15.34519731	15.34519731	15.10115498	14.07598046	14.19798453	15.18553364	14.25930192	15.26832268	15.0516338	14.78453261	15.0516338	14.72013736	15.22874355	15.34519731	14.88812487	15.46668192	14.32298437	14.99722359	15.46668192	15.26832268	15.38667086	15.10115498	15.0516338	14.60119044	15.5609597	15.51307987	15.96648292	14.88812487	15.14441926	14.66111003	14.99722359	15.30620413	15.85525783	15.10115498	15.60796598	15.96648292	15.46668192	14.48639511	15.42551097	15.18553364	14.66111003	15.42551097	15.81338039	15.0516338	12.83289001	15.30620413	14.66111003	14.88812487	14.48639511	14.60119044	11.88874325	15.0516338	11.88874325	14.83521156	14.88812487	15.30620413	15.42551097	15.18553364	14.32298437	14.99722359	15.34519731	15.34519731	14.66111003	15.26832268	15.42551097	15.60796598	13.74241471	14.54152016	15.0516338	15.38667086	15.26832268	14.72013736	14.99722359	15.26832268	15.77344832	15.22874355	15.5609597	15.18553364	14.99722359	15.5609597
P35542	21.20343464	20.82683086	21.36394383	22.05406272	21.52026474	21.55790537	21.99263793	21.79718377	21.86451792	21.50213691	22.12673535	21.07557838	21.62429615	21.25284731	21.00912606	21.07557838	21.73365009	20.30128965	21.60102762	22.15071075	21.38112625	21.46365208	20.76004499	21.64720368	21.38112625	21.69216553	22.27374951	20.56316554	21.42285525	22.15071075	21.52026474	21.52026474	22.12673535	21.29366304	21.0316265	21.50213691	21.69216553	21.96714216	21.36394383	21.52026474	20.93702677	21.79718377	21.81888756	21.73365009	21.99263793	20.98493296	21.27339951	21.22835251	21.50213691	21.7142342	21.7142342	21.09705093	21.57737719	21.57737719	20.93702677	22.05406272	21.75280774	21.84026967	22.22491875	20.56316554	21.14785952	20.73985064	21.09705093	21.50213691	21.32035105	20.4698286	21.55790537	21.62429615	21.79718377	20.98493296	22.12673535	20.91334306	21.29366304	20.73985064	20.93702677	21.46365208	21.57737719	21.62429615	22.0784108	21.57737719	20.98493296	21.36394383	21.75280774	21.75280774	21.53816714	21.57737719	21.44339787	20.77996056	21.9411877	22.02367721	21.14785952	21.09705093	21.96714216	21.73365009	21.64720368	20.91334306	21.34655377	22.27374951	21.79718377	21.0316265	22.10235476	21.79718377	21.07557838	21.62429615	20.96032724	21.88836534	21.12267889	21.32035105	21.81888756	21.69216553	21.50213691	21.22835251	21.99263793	21.86451792	20.11354252	21.91501826	21.73365009	21.77516657	21.96714216	21.46365208	21.34655377	21.96714216	22.05406272	21.75280774	21.22835251	21.34655377	21.44339787	21.46365208	21.53816714	21.12267889	20.65218326	19.76718872	21.91501826	21.66975359	21.32035105	21.62429615	21.52026474	22.05406272	21.9411877	21.29366304	21.88836534	21.81888756	21.27339951	21.29366304	21.7142342	21.05378141	21.88836534	22.12673535	21.73365009	21.64720368	21.64720368
P35858	18.67639444	19.95389945	20.0258614	19.52142024	19.83903767	19.76718872	19.73333315	19.98558626	19.87519889	19.49128748	19.91245082	19.87519889	18.44057723	19.1450689	20.60646576	19.79899223	20.06647947	20.11354252	20.43179241	19.83903767	17.93902818	19.76718872	20.43179241	19.55272538	19.61008043	20.0258614	20.25368593	18.88780071	18.74617969	20.38472368	20.4698286	19.55272538	19.57999352	20.34291888	20.06647947	19.91245082	20.4698286	20.20235344	20.38472368	20.20235344	18.8517094	19.95389945	19.57999352	19.73333315	19.46252224	20.06647947	19.79899223	19.91245082	19.67102096	19.87519889	18.32300197	19.67102096	19.83903767	19.76718872	19.30290439	19.70037537	18.9625854	20.20235344	18.00145218	20.34291888	19.46252224	19.63615905	19.46252224	19.98558626	18.92376851	20.20235344	19.83903767	19.55272538	19.55272538	19.39877917	19.36627739	19.83903767	19.70037537	19.73333315	19.98558626	20.15745796	19.55272538	19.83903767	19.83903767	19.55272538	20.06647947	20.25368593	19.33310293	19.20774122	19.87519889	20.51932527	19.57999352	19.83903767	19.79899223	17.71848605	19.39877917	19.46252224	19.87519889	20.20235344	19.79899223	20.06647947	19.63615905	18.23456486	20.56316554	19.73333315	19.46252224	19.61008043	19.46252224	18.41311965	19.83903767	20.38472368	19.55272538	20.0258614	19.91245082	19.95389945	19.91245082	19.87519889	18.05918072	19.95389945	19.63615905	20.65218326	19.33310293	19.49128748	19.98558626	19.98558626	19.87519889	20.20235344	20.30128965	20.0258614	19.91245082	19.91245082	19.57999352	19.10861379	19.63615905	19.87519889	19.98558626	20.11354252	19.91245082	19.83903767	20.06647947	19.91245082	19.91245082	18.61554343	19.95389945	19.87519889	19.87519889	19.76718872	19.79899223	20.0258614	19.55272538	19.46252224	19.91245082	19.63615905	19.87519889	20.0258614	19.83903767
P36955	20.82683086	20.30128965	20.34291888	20.51932527	20.34291888	20.20235344	20.30128965	20.25368593	20.38472368	19.83903767	20.43179241	20.60646576	20.96032724	19.87519889	20.69473025	20.82683086	20.15745796	19.52142024	20.51932527	20.43179241	20.25368593	19.98558626	20.15745796	20.91334306	20.0258614	20.51932527	20.43179241	20.77996056	20.65218326	20.77996056	20.06647947	20.77996056	20.30128965	20.60646576	20.30128965	20.4698286	20.30128965	21.14785952	20.34291888	20.65218326	20.06647947	20.38472368	20.34291888	20.73985064	20.20235344	20.34291888	20.0258614	20.4698286	19.98558626	20.20235344	20.69473025	20.06647947	20.15745796	20.60646576	20.4698286	20.51932527	20.0258614	20.25368593	20.82683086	19.95389945	20.51932527	21.34655377	20.56316554	20.51932527	20.65218326	20.56316554	20.43179241	19.79899223	20.20235344	20.20235344	20.69473025	20.25368593	20.4698286	20.30128965	20.25368593	20.51932527	20.15745796	20.38472368	20.65218326	20.56316554	19.87519889	20.43179241	20.69473025	20.65218326	20.69473025	20.20235344	20.96032724	20.25368593	20.65218326	21.38112625	21.22835251	20.51932527	20.30128965	19.98558626	20.25368593	20.43179241	20.43179241	20.38472368	20.11354252	20.34291888	20.06647947	20.38472368	20.56316554	20.20235344	20.51932527	21.00912606	20.60646576	20.51932527	20.4698286	20.15745796	20.34291888	20.25368593	20.82683086	20.30128965	20.60646576	20.56316554	21.00912606	20.60646576	20.25368593	20.38472368	20.34291888	20.25368593	20.20235344	20.43179241	20.34291888	20.38472368	20.30128965	20.60646576	20.38472368	20.4698286	20.60646576	20.56316554	20.25368593	20.34291888	20.4698286	20.34291888	20.38472368	20.82683086	20.38472368	20.34291888	20.38472368	20.34291888	20.65218326	20.56316554	20.4698286	21.22835251	20.4698286	20.43179241	20.30128965	20.65218326	20.30128965
P36980	16.08953324	16.13627023	15.42551097	16.37359588	15.34519731	15.42551097	15.51307987	15.34519731	15.42551097	15.30620413	16.0046155	15.14441926	16.65329295	14.19798453	14.66111003	15.38667086	16.13627023	15.0516338	16.57711899	16.17352099	15.18553364	15.96648292	16.0046155	16.3563488	15.42551097	15.85525783	16.08953324	15.42551097	16.13627023	17.04965714	14.32298437	16.0046155	16.04511972	14.78453261	15.73269742	16.39063921	15.38667086	15.85525783	15.65012616	15.96648292	16.20861541	15.51307987	16.39063921	15.85525783	15.85525783	15.81338039	14.32298437	15.81338039	14.66111003	14.00965369	16.80865001	15.30620413	15.10115498	15.22874355	16.46492858	15.85525783	15.85525783	15.18553364	15.92835644	15.30620413	16.46492858	16.68753972	14.93976285	16.08953324	16.42693627	15.22874355	15.96648292	15.0516338	15.96648292	15.18553364	16.283848	15.42551097	15.69193431	16.0046155	15.46668192	14.54152016	15.46668192	14.99722359	16.08953324	16.24497697	15.85525783	14.19798453	16.24497697	15.10115498	15.60796598	16.0046155	14.66111003	15.30620413	15.73269742	16.20861541	16.3563488	16.61649141	16.13627023	15.65012616	16.13627023	15.22874355	16.57711899	15.18553364	15.85525783	14.99722359	16.04511972	16.13627023	13.33315535	15.60796598	15.73269742	16.17352099	16.04511972	15.18553364	15.51307987	15.46668192	15.77344832	15.42551097	15.38667086	15.69193431	15.22874355	15.5609597	16.72733552	14.93976285	15.46668192	14.83521156	15.42551097	15.60796598	15.85525783	15.42551097	15.60796598	15.26832268	15.42551097	14.32298437	15.38667086	15.46668192	15.10115498	14.99722359	16.50183718	15.14441926	15.14441926	15.60796598	15.0516338	16.53994636	15.0516338	15.65012616	15.10115498	15.42551097	14.32298437	15.69193431	15.5609597	14.66111003	15.38667086	15.34519731	15.26832268	15.22874355	15.26832268
P40197	11.73766986	12.44268437	10.71424552	11.55506839	10.22641219	11.29806257	11.88874325	11.04302728	11.04302728	11.29806257	11.04302728	11.29806257	9.152284842	11.04302728	12.71145189	11.73766986	10.71424552	11.29806257	12.44268437	11.04302728	11.29806257	10.22641219	11.04302728	11.55506839	11.88874325	12.17086395	11.29806257	13.23855402	10.22641219	11.04302728	11.29806257	10.71424552	11.55506839	11.04302728	10.71424552	13.41719324	11.55506839	10.71424552	10.22641219	10.71424552	11.29806257	11.04302728	11.73766986	11.29806257	11.04302728	11.88874325	10.22641219	12.0409746	10.71424552	11.55506839	12.0409746	11.29806257	10.22641219	10.22641219	10.71424552	10.71424552	10.22641219	12.0409746	10.71424552	12.17086395	11.29806257	10.22641219	10.71424552	10.22641219	10.71424552	11.73766986	11.29806257	11.04302728	11.29806257	12.71145189	11.04302728	10.71424552	11.29806257	10.71424552	11.29806257	11.73766986	11.73766986	10.22641219	11.29806257	11.29806257	10.71424552	11.29806257	9.152284842	10.22641219	10.71424552	11.73766986	11.04302728	11.55506839	11.73766986	11.55506839	10.71424552	11.73766986	11.55506839	11.29806257	10.71424552	10.71424552	10.22641219	11.73766986	11.73766986	10.71424552	9.152284842	10.71424552	10.22641219	11.29806257	11.29806257	11.29806257	12.0409746	9.152284842	10.71424552	11.29806257	9.152284842	11.29806257	11.04302728	11.29806257	9.152284842	12.94123105	11.73766986	10.71424552	10.71424552	11.04302728	10.22641219	12.58214198	13.33315535	11.04302728	11.04302728	9.152284842	10.71424552	11.55506839	10.71424552	10.22641219	12.0409746	10.71424552	10.22641219	10.22641219	10.71424552	12.0409746	11.04302728	13.8837888	10.22641219	10.71424552	10.71424552	9.152284842	11.55506839	11.04302728	11.04302728	11.04302728	10.22641219	11.29806257	10.22641219	9.152284842	10.22641219
P43251	17.71848605	17.41002894	17.49346458	18.03181426	17.53426488	17.57538413	17.57538413	17.65299198	17.49346458	17.24269963	17.24269963	17.68543321	17.53426488	17.12077449	18.05918072	17.53426488	17.75260932	17.49346458	17.87999598	17.85233443	17.00787043	17.57538413	17.36952919	17.32734212	17.53426488	17.68543321	17.65299198	17.19949023	17.65299198	17.53426488	17.28337779	17.19949023	17.79265051	17.82445537	16.92770853	17.15841246	18.03181426	18.03181426	17.65299198	17.41002894	17.19949023	17.61956088	17.53426488	17.75260932	17.90996338	17.61956088	17.61956088	17.61956088	17.49346458	17.57538413	17.36952919	17.24269963	17.12077449	17.41002894	17.57538413	17.61956088	16.96784541	17.36952919	17.57538413	16.68753972	17.53426488	18.26437845	17.36952919	17.49346458	16.89097671	17.75260932	17.49346458	17.28337779	17.71848605	17.15841246	18.05918072	17.45358413	17.57538413	17.28337779	17.28337779	17.75260932	17.82445537	17.53426488	17.71848605	17.32734212	17.24269963	17.65299198	16.85019905	17.79265051	17.71848605	17.85233443	18.29551785	17.49346458	17.65299198	17.82445537	18.11872314	17.85233443	17.75260932	17.32734212	17.57538413	17.82445537	17.32734212	18.03181426	17.79265051	17.19949023	17.36952919	17.75260932	17.61956088	17.82445537	17.00787043	18.03181426	17.28337779	17.45358413	17.79265051	17.65299198	17.68543321	17.65299198	17.53426488	17.15841246	18.11872314	17.79265051	17.79265051	17.65299198	17.61956088	17.71848605	17.61956088	17.90996338	17.71848605	17.75260932	17.61956088	17.75260932	18.03181426	17.49346458	18.03181426	17.93902818	17.49346458	17.85233443	17.36952919	17.57538413	17.71848605	17.32734212	17.53426488	18.32300197	17.57538413	17.79265051	17.68543321	17.65299198	17.36952919	17.87999598	17.53426488	17.71848605	17.57538413	17.82445537	17.45358413	17.45358413	17.41002894
P43652	21.53816714	20.96032724	21.07557838	21.27339951	21.0316265	20.86500448	21.36394383	21.20343464	21.00912606	21.0316265	20.93702677	21.07557838	21.52026474	21.09705093	21.07557838	21.20343464	21.57737719	20.65218326	20.77996056	21.14785952	21.20343464	20.93702677	20.51932527	20.65218326	21.05378141	21.05378141	21.40214188	21.0316265	21.20343464	21.27339951	21.36394383	21.09705093	21.17591436	21.12267889	20.4698286	20.96032724	21.36394383	21.60102762	21.46365208	21.64720368	21.29366304	21.05378141	21.12267889	21.17591436	20.77996056	21.12267889	21.27339951	21.44339787	21.00912606	20.82683086	21.05378141	20.84604354	20.91334306	21.22835251	21.34655377	20.77996056	20.65218326	21.05378141	21.79718377	21.22835251	20.91334306	21.34655377	20.91334306	21.05378141	20.30128965	20.86500448	21.09705093	20.91334306	21.48302306	20.84604354	21.20343464	21.05378141	21.48302306	20.82683086	21.46365208	21.52026474	21.22835251	21.09705093	21.40214188	20.96032724	20.69473025	21.36394383	20.4698286	20.77996056	21.34655377	21.34655377	21.05378141	20.98493296	21.17591436	20.91334306	21.46365208	21.36394383	21.14785952	21.12267889	21.42285525	20.82683086	20.91334306	20.43179241	21.32035105	20.4698286	21.17591436	21.0316265	20.80358565	20.4698286	20.43179241	21.12267889	20.77996056	21.09705093	20.84604354	21.0316265	21.09705093	21.0316265	21.36394383	21.17591436	20.96032724	21.20343464	21.22835251	21.17591436	21.17591436	21.09705093	21.14785952	21.29366304	20.69473025	21.09705093	21.09705093	21.07557838	20.93702677	21.00912606	20.91334306	21.32035105	21.22835251	21.34655377	21.44339787	21.05378141	21.07557838	21.14785952	21.00912606	22.05406272	21.05378141	21.20343464	21.29366304	21.05378141	21.0316265	20.91334306	21.09705093	21.38112625	21.07557838	21.09705093	21.05378141	21.12267889	21.0316265
P48740	16.50183718	15.92835644	16.65329295	17.28337779	16.57711899	16.61649141	16.46492858	16.283848	16.42693627	16.68753972	16.17352099	16.46492858	16.85019905	15.26832268	17.36952919	16.50183718	17.04965714	16.92770853	16.68753972	17.24269963	16.283848	17.08236738	15.5609597	16.50183718	16.53994636	16.39063921	16.65329295	16.68753972	16.89097671	17.08236738	16.68753972	16.3563488	16.08953324	16.61649141	16.04511972	15.81338039	16.65329295	16.89097671	16.72733552	16.57711899	16.283848	16.68753972	16.17352099	17.04965714	16.20861541	16.72733552	16.61649141	16.80865001	16.89097671	16.42693627	16.57711899	15.73269742	16.283848	16.53994636	16.96784541	16.32374089	15.69193431	16.39063921	16.08953324	16.46492858	17.04965714	16.61649141	16.80865001	16.50183718	16.13627023	16.53994636	16.53994636	16.32374089	17.12077449	16.04511972	17.49346458	16.24497697	16.50183718	16.57711899	16.42693627	16.85019905	16.65329295	16.32374089	16.46492858	16.46492858	16.24497697	16.08953324	16.46492858	16.68753972	16.39063921	16.50183718	16.46492858	16.61649141	16.283848	16.17352099	16.39063921	16.57711899	16.92770853	16.46492858	16.61649141	16.89097671	15.81338039	16.3563488	16.46492858	16.68753972	16.42693627	16.50183718	16.61649141	16.20861541	16.3563488	17.15841246	16.3563488	16.20861541	16.32374089	16.24497697	17.08236738	16.39063921	16.24497697	16.20861541	16.92770853	16.13627023	16.39063921	16.46492858	15.92835644	16.3563488	16.61649141	15.96648292	15.81338039	16.39063921	16.08953324	16.24497697	16.85019905	16.04511972	16.80865001	16.57711899	16.80865001	16.42693627	16.53994636	16.3563488	16.53994636	16.17352099	16.3563488	16.24497697	16.32374089	16.61649141	16.283848	16.50183718	16.77034127	16.20861541	16.53994636	16.13627023	16.3563488	16.04511972	16.46492858	16.50183718	16.39063921
